From	To	Species	Gene Name
Q9BU89	83475	Homo sapiens	deoxyhypusine hydroxylase/monooxygenase(DOHH)
Q92896	2734	Homo sapiens	golgi glycoprotein 1(GLG1)
Q15276	9135	Homo sapiens	rabaptin, RAB GTPase binding effector protein 1(RABEP1)
P04062	2629	Homo sapiens	glucosylceramidase beta(GBA)
Q63HQ2	133584	Homo sapiens	EGF like, fibronectin type III and laminin G domains(EGFLAM)
P04066	2517	Homo sapiens	fucosidase, alpha-L- 1, tissue(FUCA1)
Q5QP82	79269	Homo sapiens	DDB1 and CUL4 associated factor 10(DCAF10)
Q6ZRF8	388591	Homo sapiens	ring finger protein 207(RNF207)
Q8N2A8	201164	Homo sapiens	phospholipase D family member 6(PLD6)
P33527	4363	Homo sapiens	ATP binding cassette subfamily C member 1(ABCC1)
P49023	5829	Homo sapiens	paxillin(PXN)
Q16514	6883	Homo sapiens	TATA-box binding protein associated factor 12(TAF12)
O75400	55660	Homo sapiens	pre-mRNA processing factor 40 homolog A(PRPF40A)
Q16513	5586	Homo sapiens	protein kinase N2(PKN2)
Q15269	5822	Homo sapiens	PWP2 periodic tryptophan protein homolog (yeast)(PWP2)
Q14764	9961	Homo sapiens	major vault protein(MVP)
P31689	3301	Homo sapiens	DnaJ heat shock protein family (Hsp40) member A1(DNAJA1)
P54198	7290	Homo sapiens	histone cell cycle regulator(HIRA)
Q8IZU9	84623	Homo sapiens	kin of IRRE like 3 (Drosophila)(KIRREL3)
P06733	2023	Homo sapiens	enolase 1(ENO1)
Q9NX74	54920	Homo sapiens	dihydrouridine synthase 2(DUS2)
P52746	7701	Homo sapiens	zinc finger protein 142(ZNF142)
P11172	7372	Homo sapiens	uridine monophosphate synthetase(UMPS)
Q16572	6572	Homo sapiens	solute carrier family 18 member A3(SLC18A3)
A8K0R7	55778	Homo sapiens	zinc finger protein 839(ZNF839)
P11166	6513	Homo sapiens	solute carrier family 2 member 1(SLC2A1)
P27487	1803	Homo sapiens	dipeptidyl peptidase 4(DPP4)
Q5TB80	22832	Homo sapiens	centrosomal protein 162(CEP162)
P16930	2184	Homo sapiens	fumarylacetoacetate hydrolase(FAH)
P25325	4357	Homo sapiens	mercaptopyruvate sulfurtransferase(MPST)
Q13190	6811	Homo sapiens	syntaxin 5(STX5)
P49841	2932	Homo sapiens	glycogen synthase kinase 3 beta(GSK3B)
O43567	11342	Homo sapiens	ring finger protein 13(RNF13)
Q9BTU6	55361	Homo sapiens	phosphatidylinositol 4-kinase type 2 alpha(PI4K2A)
P11182	1629	Homo sapiens	dihydrolipoamide branched chain transacylase E2(DBT)
P68363	10376	Homo sapiens	tubulin alpha 1b(TUBA1B)
P06744	2821	Homo sapiens	glucose-6-phosphate isomerase(GPI)
Q8N6D5	147463	Homo sapiens	ankyrin repeat domain 29(ANKRD29)
P60880	6616	Homo sapiens	synaptosome associated protein 25(SNAP25)
Q92832	4745	Homo sapiens	neural EGFL like 1(NELL1)
P11177	5162	Homo sapiens	pyruvate dehydrogenase (lipoamide) beta(PDHB)
P10809	3329	Homo sapiens	heat shock protein family D (Hsp60) member 1(HSPD1)
P16949	3925	Homo sapiens	stathmin 1(STMN1)
Q5MY95	377841	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 8(ENTPD8)
Q9NQ88	57103	Homo sapiens	TP53 induced glycolysis regulatory phosphatase(TIGAR)
Q96GS4	54785	Homo sapiens	BLOC-1 related complex subunit 6(BORCS6)
Q9UJX3	51434	Homo sapiens	anaphase promoting complex subunit 7(ANAPC7)
Q9UJX4	51433	Homo sapiens	anaphase promoting complex subunit 5(ANAPC5)
Q9UK97	26268	Homo sapiens	F-box protein 9(FBXO9)
Q9H720	80157	Homo sapiens	cell wall biogenesis 43 C-terminal homolog(CWH43)
Q9Y6K0	10390	Homo sapiens	choline/ethanolamine phosphotransferase 1(CEPT1)
Q8TBG4	64850	Homo sapiens	ethanolamine-phosphate phospho-lyase(ETNPPL)
Q9UK99	26273	Homo sapiens	F-box protein 3(FBXO3)
P21589	4907	Homo sapiens	5'-nucleotidase ecto(NT5E)
Q02790	2288	Homo sapiens	FK506 binding protein 4(FKBP4)
Q9BTT6	55227	Homo sapiens	leucine rich repeat containing 1(LRRC1)
Q9BYD2	65005	Homo sapiens	mitochondrial ribosomal protein L9(MRPL9)
Q92845	22920	Homo sapiens	kinesin associated protein 3(KIFAP3)
Q13162	10549	Homo sapiens	peroxiredoxin 4(PRDX4)
Q92841	10521	Homo sapiens	DEAD-box helicase 17(DDX17)
Q14738	5528	Homo sapiens	protein phosphatase 2 regulatory subunit B'delta(PPP2R5D)
Q96GR4	84885	Homo sapiens	zinc finger DHHC-type containing 12(ZDHHC12)
A6NED2	91433	Homo sapiens	RCC1 domain containing 1(RCCD1)
P49821	4723	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit V1(NDUFV1)
P12277	1152	Homo sapiens	creatine kinase B(CKB)
Q63HM2	64430	Homo sapiens	pecanex homolog 4 (Drosophila)(PCNX4)
P57775	6468	Homo sapiens	F-box and WD repeat domain containing 4(FBXW4)
P29074	5775	Homo sapiens	protein tyrosine phosphatase, non-receptor type 4(PTPN4)
Q9UJW0	51164	Homo sapiens	dynactin subunit 4(DCTN4)
Q9NWW7	54980	Homo sapiens	chromosome 2 open reading frame 42(C2orf42)
Q96H20	11267	Homo sapiens	SNF8, ESCRT-II complex subunit(SNF8)
Q7Z4Q2	55027	Homo sapiens	HEAT repeat containing 3(HEATR3)
Q9UJV9	51428	Homo sapiens	DEAD-box helicase 41(DDX41)
Q96GQ7	55661	Homo sapiens	DEAD-box helicase 27(DDX27)
Q9BYT1	63910	Homo sapiens	solute carrier family 17 member 9(SLC17A9)
O60502	10724	Homo sapiens	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
P04114	338	Homo sapiens	apolipoprotein B(APOB)
P39086	2897	Homo sapiens	glutamate ionotropic receptor kainate type subunit 1(GRIK1)
A6NEE1	400224	Homo sapiens	pleckstrin homology and coiled-coil domain containing D1(PLEKHD1)
Q96CD0	55336	Homo sapiens	F-box and leucine rich repeat protein 8(FBXL8)
Q5VT25	8476	Homo sapiens	CDC42 binding protein kinase alpha(CDC42BPA)
O95394	5238	Homo sapiens	phosphoglucomutase 3(PGM3)
Q96QC0	5514	Homo sapiens	protein phosphatase 1 regulatory subunit 10(PPP1R10)
Q9NY47	9254	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2)
Q14703	8720	Homo sapiens	membrane bound transcription factor peptidase, site 1(MBTPS1)
Q15717	1994	Homo sapiens	ELAV like RNA binding protein 1(ELAVL1)
P11142	3312	Homo sapiens	heat shock protein family A (Hsp70) member 8(HSPA8)
Q09028	5928	Homo sapiens	RB binding protein 4, chromatin remodeling factor(RBBP4)
Q8TBB5	54758	Homo sapiens	kelch domain containing 4(KLHDC4)
Q9Y697	9054	Homo sapiens	NFS1, cysteine desulfurase(NFS1)
Q15334	3996	Homo sapiens	LLGL1, scribble cell polarity complex component(LLGL1)
Q8N1F7	9688	Homo sapiens	nucleoporin 93(NUP93)
Q9UJU3	7771	Homo sapiens	zinc finger protein 112(ZNF112)
Q96GF1	91445	Homo sapiens	ring finger protein 185(RNF185)
P55210	840	Homo sapiens	caspase 7(CASP7)
Q9UJU6	28988	Homo sapiens	drebrin like(DBNL)
Q9NQ55	56342	Homo sapiens	peter pan homolog (Drosophila)(PPAN)
P20936	5921	Homo sapiens	RAS p21 protein activator 1(RASA1)
Q99973	7011	Homo sapiens	telomerase associated protein 1(TEP1)
Q8WWV3	84816	Homo sapiens	reticulon 4 interacting protein 1(RTN4IP1)
O60907	6907	Homo sapiens	transducin beta like 1X-linked(TBL1X)
Q9P2N6	55683	Homo sapiens	KAT8 regulatory NSL complex subunit 3(KANSL3)
P23434	2653	Homo sapiens	glycine cleavage system protein H(GCSH)
Q6UVK1	1464	Homo sapiens	chondroitin sulfate proteoglycan 4(CSPG4)
Q9Y5W7	57231	Homo sapiens	sorting nexin 14(SNX14)
Q9Y5W8	23161	Homo sapiens	sorting nexin 13(SNX13)
Q5VWQ8	153090	Homo sapiens	DAB2 interacting protein(DAB2IP)
Q8TBA6	9950	Homo sapiens	golgin A5(GOLGA5)
P55209	4673	Homo sapiens	nucleosome assembly protein 1 like 1(NAP1L1)
Q8N1G4	57470	Homo sapiens	leucine rich repeat containing 47(LRRC47)
O00418	29904	Homo sapiens	eukaryotic elongation factor 2 kinase(EEF2K)
Q7Z4W1	51181	Homo sapiens	dicarbonyl and L-xylulose reductase(DCXR)
P55201	7862	Homo sapiens	bromodomain and PHD finger containing 1(BRPF1)
Q6P1Q9	55798	Homo sapiens	methyltransferase like 2B(METTL2B)
O00410	3843	Homo sapiens	importin 5(IPO5)
Q9UK39	25819	Homo sapiens	nocturnin(NOCT)
Q7Z569	8315	Homo sapiens	BRCA1 associated protein(BRAP)
P62837	7322	Homo sapiens	ubiquitin conjugating enzyme E2 D2(UBE2D2)
O60522	221400	Homo sapiens	tudor domain containing 6(TDRD6)
O60524	9147	Homo sapiens	nuclear export mediator factor(NEMF)
O60934	4683	Homo sapiens	nibrin(NBN)
Q15303	2066	Homo sapiens	erb-b2 receptor tyrosine kinase 4(ERBB4)
O43464	27429	Homo sapiens	HtrA serine peptidase 2(HTRA2)
Q96GD3	22955	Homo sapiens	sex comb on midleg homolog 1 (Drosophila)(SCMH1)
O60930	246243	Homo sapiens	ribonuclease H1(RNASEH1)
Q9UNS2	8533	Homo sapiens	COP9 signalosome subunit 3(COPS3)
Q5SYC1	134829	Homo sapiens	clavesin 2(CLVS2)
Q9Y679	550	Homo sapiens	ancient ubiquitous protein 1(AUP1)
Q13098	2873	Homo sapiens	G protein pathway suppressor 1(GPS1)
Q5VT52	23248	Homo sapiens	regulation of nuclear pre-mRNA domain containing 2(RPRD2)
Q86Y56	54919	Homo sapiens	dynein axonemal assembly factor 5(DNAAF5)
Q8N5Y8	54956	Homo sapiens	poly(ADP-ribose) polymerase family member 16(PARP16)
Q969H4	10256	Homo sapiens	connector enhancer of kinase suppressor of Ras 1(CNKSR1)
Q13093	7941	Homo sapiens	phospholipase A2 group VII(PLA2G7)
Q9BZ29	23348	Homo sapiens	dedicator of cytokinesis 9(DOCK9)
Q969H0	55294	Homo sapiens	F-box and WD repeat domain containing 7(FBXW7)
Q6P1R4	64118	Homo sapiens	dihydrouridine synthase 1 like(DUS1L)
Q0PNE2	54859	Homo sapiens	elongator acetyltransferase complex subunit 6(ELP6)
P30101	2923	Homo sapiens	protein disulfide isomerase family A member 3(PDIA3)
P23416	2742	Homo sapiens	glycine receptor alpha 2(GLRA2)
Q5XKL5	284697	Homo sapiens	BTB domain containing 8(BTBD8)
Q9BUQ8	9416	Homo sapiens	DEAD-box helicase 23(DDX23)
Q9P2P6	57519	Homo sapiens	StAR related lipid transfer domain containing 9(STARD9)
Q5VST9	84033	Homo sapiens	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF(OBSCN)
O60927	6992	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 11(PPP1R11)
Q13085	31	Homo sapiens	acetyl-CoA carboxylase alpha(ACACA)
Q9Y663	9955	Homo sapiens	heparan sulfate-glucosamine 3-sulfotransferase 3A1(HS3ST3A1)
Q9P2P5	57520	Homo sapiens	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2(HECW2)
Q9Y664	11133	Homo sapiens	kaptin, actin binding protein(KPTN)
Q8N1I0	9732	Homo sapiens	dedicator of cytokinesis 4(DOCK4)
P60891	5631	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1(PRPS1)
Q9Y5U8	51660	Homo sapiens	mitochondrial pyruvate carrier 1(MPC1)
Q09428	6833	Homo sapiens	ATP binding cassette subfamily C member 8(ABCC8)
Q15700	1740	Homo sapiens	discs large MAGUK scaffold protein 2(DLG2)
Q8TBC4	9039	Homo sapiens	ubiquitin like modifier activating enzyme 3(UBA3)
Q6GMR7	158584	Homo sapiens	fatty acid amide hydrolase 2(FAAH2)
Q9BYP7	65267	Homo sapiens	WNK lysine deficient protein kinase 3(WNK3)
Q6ZRP7	169714	Homo sapiens	quiescin sulfhydryl oxidase 2(QSOX2)
Q96QG7	66036	Homo sapiens	myotubularin related protein 9(MTMR9)
Q9UEW8	27347	Homo sapiens	serine/threonine kinase 39(STK39)
P23468	5789	Homo sapiens	protein tyrosine phosphatase, receptor type D(PTPRD)
P11926	4953	Homo sapiens	ornithine decarboxylase 1(ODC1)
P30153	5518	Homo sapiens	protein phosphatase 2 scaffold subunit Aalpha(PPP2R1A)
O14617	8943	Homo sapiens	adaptor related protein complex 3 delta 1 subunit(AP3D1)
P38432	8161	Homo sapiens	coilin(COIL)
O00442	8634	Homo sapiens	RNA 3'-terminal phosphate cyclase(RTCA)
Q6YHU6	63892	Homo sapiens	THADA, armadillo repeat containing(THADA)
Q496J9	22987	Homo sapiens	synaptic vesicle glycoprotein 2C(SV2C)
Q9H777	55520	Homo sapiens	elaC ribonuclease Z 1(ELAC1)
Q9UNQ0	9429	Homo sapiens	ATP binding cassette subfamily G member 2 (Junior blood group)(ABCG2)
Q9H6V9	60526	Homo sapiens	lipid droplet associated hydrolase(LDAH)
Q9UNQ2	27292	Homo sapiens	DIM1 dimethyladenosine transferase 1 homolog(DIMT1)
P63098	5534	Homo sapiens	protein phosphatase 3 regulatory subunit B, alpha(PPP3R1)
P62495	2107	Homo sapiens	eukaryotic translation termination factor 1(ETF1)
Q04446	2632	Homo sapiens	1,4-alpha-glucan branching enzyme 1(GBE1)
Q02218	4967	Homo sapiens	oxoglutarate dehydrogenase(OGDH)
O94988	10144	Homo sapiens	family with sequence similarity 13 member A(FAM13A)
Q15771	27314	Homo sapiens	RAB30, member RAS oncogene family(RAB30)
P24928	5430	Homo sapiens	RNA polymerase II subunit A(POLR2A)
O60551	9397	Homo sapiens	N-myristoyltransferase 2(NMT2)
Q9UNP9	10450	Homo sapiens	peptidylprolyl isomerase E(PPIE)
Q12955	288	Homo sapiens	ankyrin 3(ANK3)
P15498	7409	Homo sapiens	vav guanine nucleotide exchange factor 1(VAV1)
P04179	6648	Homo sapiens	superoxide dismutase 2, mitochondrial(SOD2)
Q9BUP3	10553	Homo sapiens	HIV-1 Tat interactive protein 2(HTATIP2)
Q9P2R3	51479	Homo sapiens	ankyrin repeat and FYVE domain containing 1(ANKFY1)
O00458	3475	Homo sapiens	interferon related developmental regulator 1(IFRD1)
Q8N5Z0	51166	Homo sapiens	aminoadipate aminotransferase(AADAT)
P54920	8775	Homo sapiens	NSF attachment protein alpha(NAPA)
Q9P2R7	8803	Homo sapiens	succinate-CoA ligase ADP-forming beta subunit(SUCLA2)
Q6ZNA1	162962	Homo sapiens	zinc finger protein 836(ZNF836)
P36873	5501	Homo sapiens	protein phosphatase 1 catalytic subunit gamma(PPP1CC)
P23443	6198	Homo sapiens	ribosomal protein S6 kinase B1(RPS6KB1)
Q3T906	79158	Homo sapiens	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits(GNPTAB)
Q9H2Y9	81796	Homo sapiens	solute carrier organic anion transporter family member 5A1(SLCO5A1)
Q5VT06	9857	Homo sapiens	centrosomal protein 350(CEP350)
Q14694	9100	Homo sapiens	ubiquitin specific peptidase 10(USP10)
Q5BJH7	90522	Homo sapiens	Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)
Q14690	22984	Homo sapiens	programmed cell death 11(PDCD11)
Q9Y5R8	58485	Homo sapiens	trafficking protein particle complex 1(TRAPPC1)
O00423	2009	Homo sapiens	echinoderm microtubule associated protein like 1(EML1)
Q5SQH8	221545	Homo sapiens	chromosome 6 open reading frame 136(C6orf136)
Q14686	23054	Homo sapiens	nuclear receptor coactivator 6(NCOA6)
Q14687	23199	Homo sapiens	Gse1 coiled-coil protein(GSE1)
Q9H6X4	80194	Homo sapiens	transmembrane protein 134(TMEM134)
O00429	10059	Homo sapiens	dynamin 1 like(DNM1L)
Q9BYM8	10616	Homo sapiens	RANBP2-type and C3HC4-type zinc finger containing 1(RBCK1)
P06280	2717	Homo sapiens	galactosidase alpha(GLA)
Q9Y5R4	51409	Homo sapiens	HemK methyltransferase family member 1(HEMK1)
Q9Y5R2	10893	Homo sapiens	matrix metallopeptidase 24(MMP24)
Q9NXR5	55608	Homo sapiens	ankyrin repeat domain 10(ANKRD10)
Q684P5	23108	Homo sapiens	RAP1 GTPase activating protein 2(RAP1GAP2)
Q9H2X6	28996	Homo sapiens	homeodomain interacting protein kinase 2(HIPK2)
Q15751	8925	Homo sapiens	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1)
Q9H6Y2	54853	Homo sapiens	WD repeat domain 55(WDR55)
Q4G0N4	133686	Homo sapiens	NAD kinase 2, mitochondrial(NADK2)
Q15750	10454	Homo sapiens	TGF-beta activated kinase 1 (MAP3K7) binding protein 1(TAB1)
P19838	4790	Homo sapiens	nuclear factor kappa B subunit 1(NFKB1)
Q9NXR8	54556	Homo sapiens	inhibitor of growth family member 3(ING3)
Q9Y625	10082	Homo sapiens	glypican 6(GPC6)
P38435	2677	Homo sapiens	gamma-glutamyl carboxylase(GGCX)
Q14697	23193	Homo sapiens	glucosidase II alpha subunit(GANAB)
Q12974	8073	Homo sapiens	protein tyrosine phosphatase type IVA, member 2(PTP4A2)
Q9Y620	25788	Homo sapiens	RAD54 homolog B (S. cerevisiae)(RAD54B)
P20073	310	Homo sapiens	annexin A7(ANXA7)
P83436	91949	Homo sapiens	component of oligomeric golgi complex 7(COG7)
Q8NEL9	80821	Homo sapiens	DDHD domain containing 1(DDHD1)
Q12905	3608	Homo sapiens	interleukin enhancer binding factor 2(ILF2)
Q96QK1	55737	Homo sapiens	VPS35, retromer complex component(VPS35)
Q96KP1	55770	Homo sapiens	exocyst complex component 2(EXOC2)
O43909	2137	Homo sapiens	exostosin like glycosyltransferase 3(EXTL3)
Q02252	4329	Homo sapiens	aldehyde dehydrogenase 6 family member A1(ALDH6A1)
Q6PIL6	80333	Homo sapiens	potassium voltage-gated channel interacting protein 4(KCNIP4)
Q15797	4086	Homo sapiens	SMAD family member 1(SMAD1)
O95319	10659	Homo sapiens	CUGBP, Elav-like family member 2(CELF2)
Q14669	9320	Homo sapiens	thyroid hormone receptor interactor 12(TRIP12)
O00488	51042	Homo sapiens	zinc finger protein 593(ZNF593)
O00487	10213	Homo sapiens	proteasome 26S subunit, non-ATPase 14(PSMD14)
P19801	26	Homo sapiens	amine oxidase, copper containing 1(AOC1)
A5YKK6	23019	Homo sapiens	CCR4-NOT transcription complex subunit 1(CNOT1)
P35251	5981	Homo sapiens	replication factor C subunit 1(RFC1)
Q5BJF6	4957	Homo sapiens	outer dense fiber of sperm tails 2(ODF2)
Q969N2	51604	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class T(PIGT)
O94952	23014	Homo sapiens	F-box protein 21(FBXO21)
O94953	23030	Homo sapiens	lysine demethylase 4B(KDM4B)
P53396	47	Homo sapiens	ATP citrate lyase(ACLY)
Q96QK8	201895	Homo sapiens	small integral membrane protein 14(SMIM14)
Q9BUJ2	11100	Homo sapiens	heterogeneous nuclear ribonucleoprotein U like 1(HNRNPUL1)
Q9P2G1	54467	Homo sapiens	ankyrin repeat and IBR domain containing 1(ANKIB1)
P49419	501	Homo sapiens	aldehyde dehydrogenase 7 family member A1(ALDH7A1)
P49418	273	Homo sapiens	amphiphysin(AMPH)
Q9Y6B7	10717	Homo sapiens	adaptor related protein complex 4 beta 1 subunit(AP4B1)
Q96CN4	115704	Homo sapiens	ecotropic viral integration site 5 like(EVI5L)
P08574	1537	Homo sapiens	cytochrome c1(CYC1)
P49411	7284	Homo sapiens	Tu translation elongation factor, mitochondrial(TUFM)
O75822	8669	Homo sapiens	eukaryotic translation initiation factor 3 subunit J(EIF3J)
O75821	8666	Homo sapiens	eukaryotic translation initiation factor 3 subunit G(EIF3G)
Q969M3	81555	Homo sapiens	Yip1 domain family member 5(YIPF5)
Q7L0Y3	54931	Homo sapiens	tRNA methyltransferase 10C, mitochondrial RNase P subunit(TRMT10C)
Q14679	9654	Homo sapiens	tubulin tyrosine ligase like 4(TTLL4)
P40818	9101	Homo sapiens	ubiquitin specific peptidase 8(USP8)
Q9Y6A2	10858	Homo sapiens	cytochrome P450 family 46 subfamily A member 1(CYP46A1)
Q9P2F6	57569	Homo sapiens	Rho GTPase activating protein 20(ARHGAP20)
A8K855	84455	Homo sapiens	EF-hand calcium binding domain 7(EFCAB7)
Q6NVY1	26275	Homo sapiens	3-hydroxyisobutyryl-CoA hydrolase(HIBCH)
Q6ZN57	80108	Homo sapiens	ZFP2 zinc finger protein(ZFP2)
P53384	4682	Homo sapiens	nucleotide binding protein 1(NUBP1)
Q9H330	23731	Homo sapiens	transmembrane protein 245(TMEM245)
Q96KN3	63876	Homo sapiens	PBX/knotted 1 homeobox 2(PKNOX2)
P49407	408	Homo sapiens	arrestin beta 1(ARRB1)
Q8N201	26173	Homo sapiens	integrator complex subunit 1(INTS1)
O14646	1105	Homo sapiens	chromodomain helicase DNA binding protein 1(CHD1)
Q9H2U1	170506	Homo sapiens	DEAH-box helicase 36(DHX36)
Q6ZS86	256356	Homo sapiens	glycerol kinase 5 (putative)(GK5)
Q96D03	115265	Homo sapiens	DNA damage inducible transcript 4 like(DDIT4L)
Q14643	3708	Homo sapiens	inositol 1,4,5-trisphosphate receptor type 1(ITPR1)
P35222	1499	Homo sapiens	catenin beta 1(CTNNB1)
O94979	22872	Homo sapiens	SEC31 homolog A, COPII coat complex component(SEC31A)
Q15785	10953	Homo sapiens	translocase of outer mitochondrial membrane 34(TOMM34)
O00471	10640	Homo sapiens	exocyst complex component 5(EXOC5)
Q5TBA9	10129	Homo sapiens	FRY microtubule binding protein(FRY)
Q08379	2801	Homo sapiens	golgin A2(GOLGA2)
Q96CN9	79571	Homo sapiens	GRIP and coiled-coil domain containing 1(GCC1)
Q14CZ7	79072	Homo sapiens	FAST kinase domains 3(FASTKD3)
Q14254	2319	Homo sapiens	flotillin 2(FLOT2)
Q14CZ0	29035	Homo sapiens	chromosome 16 open reading frame 72(C16orf72)
Q12933	7186	Homo sapiens	TNF receptor associated factor 2(TRAF2)
Q14653	3661	Homo sapiens	interferon regulatory factor 3(IRF3)
Q15796	4087	Homo sapiens	SMAD family member 2(SMAD2)
P58872	162494	Homo sapiens	rhomboid like 3(RHBDL3)
P53365	23647	Homo sapiens	ADP ribosylation factor interacting protein 2(ARFIP2)
Q9UER7	1616	Homo sapiens	death domain associated protein(DAXX)
Q14249	2021	Homo sapiens	endonuclease G(ENDOG)
Q9BUI4	10623	Homo sapiens	RNA polymerase III subunit C(POLR3C)
O94915	285527	Homo sapiens	FRY like transcription coactivator(FRYL)
O94913	51585	Homo sapiens	PCF11 cleavage and polyadenylation factor subunit(PCF11)
Q8WXE9	85439	Homo sapiens	stonin 2(STON2)
P26440	3712	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
Q14240	1974	Homo sapiens	eukaryotic translation initiation factor 4A2(EIF4A2)
Q9P2K2	57544	Homo sapiens	thioredoxin domain containing 16(TXNDC16)
Q9H300	55486	Homo sapiens	presenilin associated rhomboid like(PARL)
Q9UNZ2	55968	Homo sapiens	NSFL1 cofactor(NSFL1C)
P49459	7319	Homo sapiens	ubiquitin conjugating enzyme E2 A(UBE2A)
A2RRP1	51594	Homo sapiens	neuroblastoma amplified sequence(NBAS)
P62424	6130	Homo sapiens	ribosomal protein L7a(RPL7A)
Q13614	8898	Homo sapiens	myotubularin related protein 2(MTMR2)
P53355	1612	Homo sapiens	death associated protein kinase 1(DAPK1)
Q13615	8897	Homo sapiens	myotubularin related protein 3(MTMR3)
Q9H307	5411	Homo sapiens	pinin, desmosome associated protein(PNN)
Q13616	8454	Homo sapiens	cullin 1(CUL1)
Q13617	8453	Homo sapiens	cullin 2(CUL2)
P55263	132	Homo sapiens	adenosine kinase(ADK)
Q13618	8452	Homo sapiens	cullin 3(CUL3)
P04844	6185	Homo sapiens	ribophorin II(RPN2)
Q8WXD5	79833	Homo sapiens	gem nuclear organelle associated protein 6(GEMIN6)
O94901	23353	Homo sapiens	Sad1 and UNC84 domain containing 1(SUN1)
Q6P1M0	10999	Homo sapiens	solute carrier family 27 member 4(SLC27A4)
Q7L5N1	10980	Homo sapiens	COP9 signalosome subunit 6(COPS6)
Q8WXD9	57524	Homo sapiens	CASK interacting protein 1(CASKIN1)
O94905	11160	Homo sapiens	ER lipid raft associated 2(ERLIN2)
Q9NPH2	51477	Homo sapiens	inositol-3-phosphate synthase 1(ISYNA1)
Q4G0X4	283219	Homo sapiens	potassium channel tetramerization domain containing 21(KCTD21)
Q96GC5	51642	Homo sapiens	mitochondrial ribosomal protein L48(MRPL48)
Q14232	1967	Homo sapiens	eukaryotic translation initiation factor 2B subunit alpha(EIF2B1)
P49447	1534	Homo sapiens	cytochrome b561(CYB561)
Q9P2J3	55958	Homo sapiens	kelch like family member 9(KLHL9)
P13693	7178	Homo sapiens	tumor protein, translationally-controlled 1(TPT1)
Q8TAT6	55666	Homo sapiens	NPL4 homolog, ubiquitin recognition factor(NPLOC4)
Q13620	8450	Homo sapiens	cullin 4B(CUL4B)
O43933	5189	Homo sapiens	peroxisomal biogenesis factor 1(PEX1)
O43934	79157	Homo sapiens	major facilitator superfamily domain containing 11(MFSD11)
P17036	7551	Homo sapiens	zinc finger protein 3(ZNF3)
P12694	593	Homo sapiens	branched chain keto acid dehydrogenase E1, alpha polypeptide(BCKDHA)
Q8NEB9	5289	Homo sapiens	phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3)
Q9P2J5	51520	Homo sapiens	leucyl-tRNA synthetase(LARS)
Q86XP3	11325	Homo sapiens	DEAD-box helicase 42(DDX42)
Q9NPI1	29117	Homo sapiens	bromodomain containing 7(BRD7)
P16519	5126	Homo sapiens	proprotein convertase subtilisin/kexin type 2(PCSK2)
Q6P1N0	54862	Homo sapiens	coiled-coil and C2 domain containing 1A(CC2D1A)
Q6PIJ6	81545	Homo sapiens	F-box protein 38(FBXO38)
P35269	2962	Homo sapiens	general transcription factor IIF subunit 1(GTF2F1)
Q5U3C3	84187	Homo sapiens	transmembrane protein 164(TMEM164)
Q9NXH9	55621	Homo sapiens	tRNA methyltransferase 1(TRMT1)
O14683	9537	Homo sapiens	tumor protein p53 inducible protein 11(TP53I11)
Q96KR4	89782	Homo sapiens	leishmanolysin like peptidase(LMLN)
Q9Y5Z6	8708	Homo sapiens	beta-1,3-galactosyltransferase 1(B3GALT1)
O14681	9538	Homo sapiens	EI24, autophagy associated transmembrane protein(EI24)
O96005	1209	Homo sapiens	CLPTM1, transmembrane protein(CLPTM1)
Q96KR1	51663	Homo sapiens	zinc finger RNA binding protein(ZFR)
Q6YHK3	135228	Homo sapiens	CD109 molecule(CD109)
O96008	10452	Homo sapiens	translocase of outer mitochondrial membrane 40(TOMM40)
Q96D46	51068	Homo sapiens	NMD3 ribosome export adaptor(NMD3)
P17025	7569	Homo sapiens	zinc finger protein 182(ZNF182)
O95376	10425	Homo sapiens	ariadne RBR E3 ubiquitin protein ligase 2(ARIH2)
O95373	10527	Homo sapiens	importin 7(IPO7)
Q9UNX4	10885	Homo sapiens	WD repeat domain 3(WDR3)
Q8IVS2	27349	Homo sapiens	malonyl-CoA-acyl carrier protein transacylase(MCAT)
Q8IW41	8550	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 5(MAPKAPK5)
Q8IW45	55739	Homo sapiens	NAD(P)HX dehydratase(NAXD)
Q6NSJ0	57462	Homo sapiens	KIAA1161(KIAA1161)
Q504Y2	91461	Homo sapiens	protein kinase domain containing, cytoplasmic(PKDCC)
P46100	546	Homo sapiens	ATRX, chromatin remodeler(ATRX)
